Date,C_cover_A,D_snow,EPC0_A_kgmm,EPC0_A_mgl,EPC0_NC_kgmm,P_labile_A_kg,P_labile_NC_kg,Plabile_A_mgkg,Qg,Qq,QsA,QsS,TDPs_A_kg,TDPs_A_mgl,TDPs_NC_kgmm,Vg,VsA,VsS,conc_TDPs_A_kgmm,conc_TDPs_NC_kgmm
2004-04-08,0.2,0.0,5.1934406350577955,0.10045339719647572,-0.012486852698421085,2886390.5987866726,-7010.3668362928875,587.6800567620222,1.1187604902001413,0.0376,1.0556472797901306,1.8228888563553993,1518.3199636118713,0.10045812936102945,-3.8880748148868283,72.71943186300919,292.33961617391674,308.228888563554,5.193685287965223,-0.012614245319465384
2004-04-09,0.2,0.0,5.193685287965223,0.10045812936102945,-0.012614245319465384,2886531.2174350033,-7081.168376292225,587.7086872513496,1.1135499094471712,0.018000000000000002,0.1793814904687389,1.5813077248886658,1511.9797734968324,0.10046302346176915,-3.896561208585564,72.38074411406613,291.1046844203359,305.81307724888666,5.193938312973465,-0.012741643502100268
2004-04-10,0.2,0.0,5.193938312973465,0.10046302346176915,-0.01274164350210027,2886672.86127062,-7151.973836715945,587.7375264726907,1.1043429264963764,0.0,-0.0,1.2788345768748683,1503.6109179863938,0.10046795324319495,-3.896597979308307,71.78229022226446,289.47920593368536,302.7883457687487,5.194193182673179,-0.012869048739030041
2004-04-11,0.2,0.0,5.194193182673181,0.10046795324319498,-0.012869048739030041,2886814.1678337287,-7222.7788636386695,587.7662970240717,1.0942399452131593,0.052000000000000005,0.012929429157194033,1.2476534700066566,1508.6324335790985,0.10047287128616612,-3.931122126096823,71.12559643885535,290.43174455207065,302.47653470006657,5.194447445494789,-0.01299645319593103
2004-04-12,0.2,0.0,5.194447445494789,0.10047287128616612,-0.01299645319593103,2886953.3656628923,-7293.583619567401,587.7946382292359,1.085125599183915,0.0584,0.41246596625014775,1.2492856347792327,1514.3973295830535,0.10047771593662153,-3.9698730402058717,70.53316394695447,291.52750644537366,302.4928563477923,5.194697913923333,-0.013123857165213498
2004-04-13,0.2,0.0,5.194697913923333,0.10047771593662153,-0.013123857165213497,2887094.9949526405,-7364.392361278158,587.8234744889832,1.0750829800494464,0.0028000000000000004,-0.0,0.9915272717256471,1506.3657416101553,0.10048264521179198,-3.974257747961528,69.88039370321401,289.9671685079335,299.91527271725647,5.194952757449646,-0.013251268306393447
2004-04-14,0.2,0.0,5.194952757449646,0.10048264521179198,-0.013251268306393447,2887236.601382762,-7435.203763396981,587.8523060944237,1.0633925547716794,0.0072,-0.0,0.7788032580226115,1499.9927284701782,0.10048757369135448,-3.984012056743284,69.12051606015916,288.7262368619398,297.7880325802261,5.195207559843027,-0.013378684234632445
2004-04-15,0.2,0.0,5.195207559843027,0.10048757369135448,-0.013378684234632445,2887378.093510884,-7506.015981170843,587.8811144275443,1.0510750588536666,0.0292,-0.0,0.6889964583744359,1499.2206769212276,0.10049249819274259,-4.009826034754531,68.31987882548833,288.56348708591173,296.88996458374436,5.195462156564792,-0.013506101630536829
2004-04-16,0.2,0.0,5.195462156564793,0.10049249819274261,-0.013506101630536829,2887519.5960230036,-7576.829369868412,587.9099248748862,1.038465489560356,0.027200000000000002,-0.0,0.5983985205194131,1497.9396555874716,0.10049742305553612,-4.0353039174330405,67.50025682142314,288.3027927288585,295.98398520519413,5.195716771971218,-0.013633521133366463
2004-04-17,0.2,0.0,5.195716771971217,0.1004974230555361,-0.013633521133366463,2887660.967589731,-7647.641842575169,587.9387086612503,1.025905706648308,0.0524,-0.0,0.6339704191247619,1503.0739351544837,0.10050234336089751,-4.077912589094617,66.68387093214001,289.27680528900146,296.3397041912476,5.1959711517584015,-0.013760938987989508
2004-04-18,0.2,0.0,5.1959711517584,0.10050234336089747,-0.013760938987989508,2887758.416365642,-7718.421663364404,587.9585496010673,1.0412489673979912,0.4608,8.044552903466553,2.570314303051373,1590.4838352709032,0.1005057349745414,-4.384579358270711,67.68118288086943,306.0891058069331,315.70314303051373,5.196146498183791,-0.013888298089724522
2004-04-19,0.2,0.0,5.196146498183792,0.10050573497454142,-0.013888298089724523,2887876.1174895,-7789.211720502765,587.9825139956225,1.0712005373191307,0.0176,4.589994480645146,2.2556168425190437,1554.6464146686146,0.10050983145224317,-4.380685866689932,69.62803492574349,299.1799889612903,312.55616842519044,5.196358286080972,-0.014015675610441322
2004-04-20,0.2,0.0,5.196358286080971,0.10050983145224315,-0.014015675610441322,2887997.1241033818,-7859.999748322671,588.0071514004646,1.0895351779575824,0.08960000000000001,3.881711426656466,2.306629212309241,1547.3502633622077,0.10051404297443839,-4.427712059911504,70.81978656724286,297.76342285331293,313.0662921230924,5.196576021778465,-0.014143049479662927
2004-04-21,0.2,0.0,5.196576021778465,0.10051404297443839,-0.014143049479662925,2888128.428342281,-7930.792986610937,588.0338854407576,1.0996670669779354,0.013200000000000002,1.976403654447921,1.9965162087971406,1527.6175607374587,0.10051861289585598,-4.423336992498436,71.47835935356579,293.95280730889584,309.9651620879714,5.196812286715755,-0.014270432724446131
2004-04-22,0.2,0.0,5.196812286715755,0.10051861289585598,-0.014270432724446131,2888268.000492192,-8001.590562055147,588.0623028590435,1.0989649105817298,0.0064,0.39222621145923653,1.6842974549343182,1514.9266864500182,0.10052347057419544,-4.4178710736607325,71.43271918781244,291.49667061752075,306.8429745493432,5.1970634286859045,-0.014397823773378582
2004-04-23,0.2,0.0,5.197063428685905,0.10052347057419546,-0.014397823773378582,2888408.768077107,-8072.390281108829,588.0909636724233,1.0919952523190393,0.0276,0.14099674863121314,1.500690556258411,1512.469761610846,0.10052836985853389,-4.430292002041354,70.97969140073755,291.0097349464869,305.0069055625841,5.197316721686202,-0.014525218679458083
2004-04-24,0.2,0.0,5.197316721686203,0.1005283698585339,-0.014525218679458083,2888550.411912723,-8143.194529252818,588.1198028937642,1.0826606519364244,0.0,-0.0,1.2059046189196068,1504.1412769644664,0.1005332996399597,-4.425956945459623,70.37294237586758,289.3930849278387,302.05904618919607,5.197571591385917,-0.014652621735047803
2004-04-25,0.2,0.0,5.197571591385916,0.10053329963995969,-0.014652621735047805,2888692.0557483397,-8214.002567776875,588.1486421151053,1.071859758637324,0.0,-0.0,0.93905645988645,1495.9321113059307,0.10053822942138549,-4.42500200878676,69.67088431142606,287.79954900485205,299.3905645988645,5.19782646108563,-0.01478003161093455
2004-04-26,0.2,0.0,5.197826461085632,0.10053822942138553,-0.014780031610934549,2888823.8744189953,-8284.800745515437,588.1754808956521,1.0644570153666246,0.158,1.7321586473005368,1.4344998219468892,1525.4462007930092,0.10054281724712003,-4.536999852708142,69.1897059988306,293.4643172946011,304.3449982194689,5.198063651676105,-0.01490742374361752
2004-04-27,0.2,0.0,5.198063651676105,0.10054281724712003,-0.01490742374361752,2888964.3937205686,-8355.605058435676,588.2040911576033,1.059987061330256,0.0044,0.21192658256523964,1.166540515569784,1513.6279526085023,0.1005477078901886,-4.535487152989647,68.89915898646665,291.1765671084761,301.66540515569784,5.198316497922751,-0.0150348269157637
2004-04-28,0.2,0.0,5.19831649792275,0.10054770789018859,-0.0150348269157637,2889094.5474158586,-8426.40290398685,588.2305909428603,1.0579334563169653,0.1208,2.089458398082428,1.4668474227734578,1529.304011660825,0.10055223776801031,-4.619449961288034,68.76567466060274,294.17891679616486,304.6684742277346,5.198550692606133,-0.015162218450718577
2004-04-29,0.2,0.0,5.198550692606133,0.10055223776801031,-0.015162218450718577,2889202.9367734743,-8497.182297600802,588.2526594265447,1.0751746579455193,0.2836,6.113034834397098,2.497653848223524,1571.1964877311466,0.1005560101583837,-4.815857970221911,69.88635276645876,302.2260696687942,314.97653848223524,5.198745725188437,-0.01528957678380711
2004-04-30,0.2,0.0,5.198745725188438,0.10055601015838371,-0.015289576783807112,2889324.119482515,-8567.968017976274,588.277332685028,1.0978654062324265,0.0424,3.893216297800734,2.305498965955951,1548.1808765688268,0.10056022780940647,-4.8263520274781815,71.36125140510772,297.78643259560147,313.0549896595595,5.198963777746315,-0.015416946501081916
2004-05-01,0.2,0.0,5.198963777746315,0.10056022780940647,-0.015416946501081915,2889458.8268916444,-8638.761312416029,588.3047596236678,1.1055901531122925,0.0,1.3341318395952646,1.8414025402321557,1521.82707887743,0.10056491617498593,-4.794089340264633,71.863359952299,292.7037378815877,308.41402540232156,5.199206166246773,-0.015544329846902436
2004-05-02,0.2,0.0,5.199206166246774,0.10056491617498595,-0.015544329846902436,2889600.47072726,-8709.560951279833,588.3335988450087,1.0993005626325019,0.0,-0.0,1.4216013214901408,1506.716767399755,0.10056984595641175,-4.7675895806577335,71.45453657111263,289.7832596461565,304.2160132149014,5.199461035946488,-0.015671724608690662
