Date,C_cover_A,D_snow,EPC0_A_kgmm,EPC0_A_mgl,EPC0_NC_kgmm,P_labile_A,P_labile_NC,Plabile_A_mgkg,Qg,Qq,QsA,QsS,TDPs_A,TDPs_A_mgl,TDPs_NC,Vg,VsA,VsS
2004-12-29,0.12131147541,0.0,5.25842426341,0.101710333915,0.0,2922512.46001,0.0,595.034604501,1.04276515507,0.0028,0.0785658438539,1.06922272762,1525.792051,0.101715319612,0.0,67.7797350793,290.147235382,300.692471556
2004-12-30,0.12131147541,0.0,5.25868188935,0.101715317009,0.0,2922652.90255,0.0,595.063199135,1.03291411335,0.0132,0.134135801123,0.986565097636,1526.35227566,0.101720207533,0.0,67.1394173678,290.239821216,299.866165543
2004-12-31,0.12131147541,0.0,5.25893459748,0.10172020498,0.0,2922791.55791,0.0,595.091429891,1.02358855761,0.02,0.334696057177,0.943466593461,1527.96756741,0.101725033272,0.0,66.5332562444,290.533189832,299.435419683
2005-01-01,0.12131147541,0.0,5.2591840898,0.101725030751,0.0,2922922.53344,0.0,595.118097004,1.01799105734,0.0512,1.3370204951,1.04058371,1533.7227346,0.101729591622,0.0,66.1694187272,291.614430412,300.406148411
2005-01-02,0.12131147541,0.0,5.25941976327,0.101729589231,0.0,2923060.76283,0.0,595.146241032,1.01359786957,0.0236,0.882311850006,0.999771767979,1531.39758736,0.101734402698,0.0,65.8838615221,291.158568753,299.998173395
2005-01-03,0.12131147541,0.0,5.25966848912,0.101734400176,0.0,2923204.66961,0.0,595.175540997,1.00545909146,0.002,0.150646963978,0.861961839964,1526.78788514,0.101739411335,0.0,65.3548409449,290.267853687,298.62117686
2005-01-04,0.12131147541,0.0,5.25992743069,0.101739408717,0.0,2923347.73528,0.0,595.20466971,0.994661525405,0.0052,0.0,0.752079218708,1525.09481508,0.101744390583,0.0,64.6529991513,289.93178321,297.52485849
2005-01-05,0.12131147541,0.0,5.26018485881,0.101744387985,0.0,2923478.49845,0.0,595.231293587,0.986762931372,0.052,1.11177073956,0.871350762571,1532.81256678,0.101748941459,0.0,64.1395905392,291.385951523,298.714940292
2005-01-06,0.12131147541,0.0,5.26042015016,0.101748939075,0.0,2923605.89628,0.0,595.257232268,0.985816483322,0.0648,2.12134995944,1.03882798961,1537.85529193,0.101753375368,0.0,64.0780714159,292.331828992,300.388567577
2005-01-07,0.12131147541,0.0,5.26064938603,0.101753373037,0.0,2923683.76464,0.0,595.273086559,1.0102412149,0.2532,8.37291637744,2.06873682419,1569.70001876,0.101756084634,0.0,65.6656789687,298.377267559,310.687388006
2005-01-08,0.12131147541,0.0,5.26078950002,0.101756083173,0.0,2923807.06048,0.0,595.298190059,1.04115460806,0.0804,5.20171518313,2.19481087275,1553.20427979,0.101760376654,0.0,67.6750495236,295.229213576,311.948108734
2005-01-09,0.12131147541,0.0,5.26101135488,0.101760374369,0.0,2923946.13027,0.0,595.326505196,1.05472245861,0.0204,2.07094635403,2.02909699643,1537.74584064,0.101765217116,0.0,68.5569598095,292.277009023,310.290969996
2005-01-10,0.12131147541,0.0,5.26126159293,0.101765214563,0.0,2924090.45848,0.0,595.355890966,1.05460243734,0.0004,0.438287496759,1.78590833738,1529.33625517,0.101770240403,0.0,68.5491584273,290.664264293,307.859083694
2005-01-11,0.12131147541,0.0,5.26152129281,0.101770237772,0.0,2924204.07528,0.0,595.379023777,1.06085582581,0.1172,3.55170054212,2.11049865413,1545.02310768,0.101774194185,0.0,68.9556286776,293.634285564,311.104986558
2005-01-12,0.12131147541,0.0,5.2617257315,0.101774192099,0.0,2924340.41,0.0,595.406782043,1.06918957079,0.0308,1.82738305701,2.00131671334,1536.81566832,0.101778939599,0.0,69.4973221011,292.060829782,310.013167174
2005-01-13,0.12131147541,0.0,5.26197104814,0.101778937101,0.0,2924484.73858,0.0,595.436167887,1.06797446065,0.0004,0.375613705652,1.76077839075,1529.12740928,0.101783962953,0.0,69.4183399424,290.585389125,307.60778431
2005-01-14,0.12131147541,0.0,5.26223074868,0.101783960323,0.0,2924629.06723,0.0,595.465553747,1.06119533047,0.0004,0.0,1.5431423167,1525.73937448,0.101788986168,0.0,68.9776964803,289.927240699,305.431426269
2005-01-15,0.12131147541,0.0,5.26249044935,0.101788983546,0.0,2924772.0284,0.0,595.494661183,1.05234492922,0.0056,0.0,1.37052671789,1524.80851953,0.101793961771,0.0,68.4024203992,289.736193078,303.705282753
2005-01-16,0.12131147541,0.0,5.26274768943,0.101793959177,0.0,2924916.25203,0.0,595.52402566,1.04220667066,0.0008,0.0,1.19195371536,1523.11805678,0.10179898136,0.0,67.743433593,289.400709415,301.91961843
2005-01-17,0.12131147541,0.0,5.26300720113,0.101798978745,0.0,2925059.10806,0.0,595.553111688,1.03113291943,0.006,0.0,1.05464339443,1523.01235645,0.101803953305,0.0,67.0236397631,289.366492884,300.54671593
2005-01-18,0.12131147541,0.86,5.26326425201,0.101803950716,0.0,2925203.54231,0.0,595.58251905,1.01930675171,0.0,0.0,0.902325844307,1521.5068803,0.10180898023,0.0,66.2549388614,289.06618455,299.024385766
2005-01-19,0.12131147541,0.0,5.26352414271,0.101808977615,0.0,2925323.56648,0.0,595.606956425,1.01357297419,0.0928,2.08603566788,1.1973804593,1538.51560223,0.101813157139,0.0,65.8822433224,292.28562519,301.973883798
2005-01-20,0.12131147541,0.0,5.26374011063,0.101813154944,0.0,2925440.74906,0.0,595.630815241,1.02151191476,0.1036,3.71379778767,1.51464223297,1546.52761984,0.101817235529,0.0,66.3982744596,293.795971364,305.146420066
2005-01-21,0.12131147541,0.0,5.26395096547,0.101817233375,0.0,2925583.81599,0.0,595.65994421,1.02505862077,0.0052,1.06820355444,1.3428274083,1533.71425394,0.101822215302,0.0,66.6288103501,291.347549185,303.428294015
2005-01-22,0.12131147541,1.22,5.26420839583,0.101822212685,0.0,2925728.25094,0.0,595.689351714,1.01886743512,0.0,0.160681162255,1.1631195936,1528.18604933,0.101827242237,0.0,66.2263832826,290.283068745,301.631299994
2005-01-23,0.12131147541,1.52,5.2644682878,0.101827239609,0.0,2925872.68598,0.0,595.718759234,1.00908428721,0.0,0.0,1.00050374371,1525.3934637,0.101832269157,0.0,65.5904786689,289.738306007,300.005490281
2005-01-24,0.12131147541,0.0,5.26472817989,0.101832266536,0.0,2925998.07254,0.0,595.744288412,1.00381835398,0.0724,1.70712172911,1.19102530388,1537.0707399,0.101836632788,0.0,65.2481930089,291.943816543,301.91033387
2005-01-25,0.12131147541,0.0,5.26495379674,0.101836630498,0.0,2926120.51168,0.0,595.769217486,1.00838093333,0.0836,2.94359118795,1.41562625231,1543.11755687,0.101840894124,0.0,65.5447606663,293.080055963,304.156268868
2005-01-26,0.12131147541,0.0,5.26517411009,0.101840891878,0.0,2926260.7372,0.0,595.797767933,1.01030891432,0.016,1.15604319105,1.30360159783,1534.52295732,0.10184577486,0.0,65.6700794309,291.433740412,303.036044439
2005-01-27,0.12131147541,0.0,5.26542642771,0.101845772296,0.0,2926400.96262,0.0,595.82631836,1.00598009287,0.016,0.593402080884,1.20223651934,1531.51208769,0.101850655266,0.0,65.3887060362,290.847984351,302.022437635
2005-01-28,0.12131147541,0.0,5.26567874516,0.101850652711,0.0,2926539.18801,0.0,595.854461573,1.00008204731,0.0236,0.603869857235,1.1464753614,1531.64519474,0.101855466034,0.0,65.0053330753,290.859524254,301.464876603
2005-01-29,0.12131147541,0.0,5.26592746381,0.101855463517,0.0,2926683.62388,0.0,595.883869263,0.991885507796,0.0,0.0270601231158,0.985437235317,1527.48561252,0.101860493098,0.0,64.4725580067,290.055303672,299.854891903
2005-01-30,0.172459016393,0.0,5.26618735741,0.101860490472,0.0,2926825.53335,0.0,595.912762567,0.981765755129,0.0096,0.0,0.884463403937,1527.13715165,0.101865432076,0.0,63.8147740834,289.97507398,298.845908664
2005-01-31,0.189792349727,0.0,5.26644270507,0.101865429499,0.0,2926955.54674,0.0,595.939233786,0.97515943187,0.0548,1.2229402394,1.00401565073,1535.20493661,0.101869956865,0.0,63.3853630715,291.494049033,300.040594782
2005-02-01,0.20712568306,0.0,5.26667664731,0.101869954493,0.0,2927099.09387,0.0,595.968460526,0.968765295644,0.0012,0.285490804881,0.872485327884,1529.85113664,0.101874953132,0.0,62.9697442169,290.463260757,298.726271191
2005-02-02,0.224459016393,0.0,5.26693494174,0.101874950517,0.0,2927242.7464,0.0,595.997708724,0.958880840877,0.0008,0.0,0.751426147495,1527.27159899,0.101879952819,0.0,62.327254657,289.959269841,297.518351126
2005-02-03,0.241792349727,0.0,5.26719342582,0.101879950209,0.0,2927386.39901,0.0,596.02695694,0.947475315139,0.0008,0.0,0.641571127715,1525.73270879,0.101884952511,0.0,61.585895484,289.652890203,296.426116573
2005-02-04,0.25912568306,0.0,5.26745191005,0.101884949904,0.0,2927522.99688,0.0,596.054768784,0.93690899237,0.0276,0.307527427115,0.667918247482,1530.24333883,0.101889706548,0.0,60.899084504,290.495656477,296.68750716
2005-02-05,0.276459016393,0.0,5.26769770019,0.101889704066,0.0,2927661.27936,0.0,596.082923619,0.928283217978,0.0212,0.468832973682,0.661675713596,1531.39835942,0.101894519375,0.0,60.3384091686,290.701189795,296.625531493
2005-02-06,0.293792349727,0.0,5.26794652156,0.101894516858,0.0,2927803.87922,0.0,596.111957491,0.918859110466,0.0048,0.129451832985,0.578790705,1528.99650234,0.101899482507,0.0,59.7258421803,290.231115062,295.805351277
2005-02-07,0.31112568306,0.0,5.26820311151,0.101899479913,0.0,2927945.11009,0.0,596.140712631,0.9083740636,0.01,0.095298549033,0.528036303141,1528.77605471,0.101904397888,0.0,59.044314134,290.17527278,295.306562239
2005-02-08,0.328459016393,0.0,5.26845723812,0.101904395321,0.0,2928088.86852,0.0,596.169982393,0.896985052584,0.0004,0.0,0.435624153352,1526.74755632,0.10190940131,0.0,58.3040284179,289.776018007,294.409269657
2005-02-09,0.345792349727,0.0,5.26871591277,0.1019093987,0.0,2928216.19696,0.0,596.195906945,0.889889808979,0.0628,1.47234780572,0.649574502371,1537.10931312,0.101913832568,0.0,57.8428375837,291.729989814,296.505509146
2005-02-10,0.36312568306,0.0,5.26894502377,0.101913830247,0.0,2928357.84907,0.0,596.22474785,0.884469503466,0.0084,0.54728009049,0.584821945153,1532.24597228,0.101918762899,0.0,57.4905177253,290.792902167,295.864835789
2005-02-11,0.380459016393,0.0,5.26919990835,0.101918760316,0.0,2928458.00121,0.0,596.245139205,0.89347515981,0.166,5.19786553655,1.26319644484,1555.60404619,0.101922247863,0.0,58.0758853876,295.21575268,302.632367737
2005-02-12,0.397792349727,0.0,5.26938011913,0.101922246018,0.0,2928557.9414,0.0,596.265487407,0.921060298415,0.1668,6.80927685021,1.87926244891,1564.0944087,0.101925726199,0.0,59.868919397,296.816887085,308.792625808
2005-02-13,0.41512568306,0.0,5.26955994854,0.101925724343,0.0,2928672.83781,0.0,596.288880751,0.950485171373,0.11,5.64559541145,2.17092867882,1558.08787746,0.101929725336,0.0,61.7815361392,295.665432007,311.709286806
2005-02-14,0.432459016393,0.0,5.26976668971,0.101929723205,0.0,2928807.74791,0.0,596.316348959,0.968608271953,0.034,2.76221131575,2.0813030493,1543.63876302,0.10193442111,0.0,62.9595376769,292.910049235,310.813030512
2005-02-15,0.449792349727,0.0,5.27000944294,0.101934418625,0.0,2928951.61229,0.0,596.345640292,0.972462100943,0.0,0.678717414717,1.84166265741,1533.34568367,0.10193942832,0.0,63.2100365613,290.942615148,308.416626765
2005-02-16,0.46712568306,0.0,5.27026830822,0.101939425691,0.0,2929095.05543,0.0,596.374845858,0.968766133419,0.0016,0.1295865549,1.63231018941,1529.6803677,0.101944420705,0.0,62.9697986722,290.23293082,306.323103241
2005-02-17,0.484459016393,0.0,5.27052641553,0.101944418095,0.0,2929233.23078,0.0,596.402978883,0.963855989429,0.0216,0.379596251524,1.53622124501,1531.63310389,0.101949229673,0.0,62.6506393129,290.589724149,305.362215739
